feature,score
x_dis_442,86
x_dis_469,86
x_dis_634,85
x_dis_672,85
x_dis_570,85
x_dis_582,84
x_dis_701,84
x_dis_665,84
x_dis_241,84
x_dis_328,84
x_dis_128,82
x_dis_675,82
x_dis_161,82
x_dis_615,81
x_dis_593,81
x_dis_193,81
x_dis_539,80
x_dis_652,80
x_dis_314,80
x_dis_323,79
x_dis_648,79
x_dis_367,79
x_dis_651,77
x_dis_137,77
x_dis_526,77
x_dis_105,76
x_dis_89,76
x_dis_111,75
x_dis_659,75
x_dis_510,74
x_dis_320,74
x_dis_142,74
x_dis_663,73
x_dis_647,73
x_dis_497,72
x_dis_501,71
x_dis_395,71
x_dis_425,70
x_dis_660,70
x_dis_362,69
x_dis_622,67
x_dis_290,67
x_dis_348,67
x_dis_381,67
x_dis_43,67
x_dis_553,66
x_dis_670,66
x_dis_560,66
x_dis_512,65
x_dis_376,65
x_dis_240,65
x_dis_377,65
x_dis_554,65
x_dis_556,63
x_dis_693,63
x_dis_364,62
x_dis_666,61
x_dis_378,60
x_dis_516,60
x_dis_495,60
x_dis_565,60
x_dis_360,59
x_dis_243,59
x_dis_238,59
x_dis_427,59
x_dis_212,58
x_dis_402,58
x_dis_210,58
x_dis_188,57
x_dis_514,57
x_dis_399,57
x_dis_690,56
x_dis_347,56
x_dis_409,55
x_dis_408,55
x_dis_717,55
x_dis_394,55
x_dis_513,55
x_dis_393,54
x_dis_644,54
x_dis_481,54
x_dis_396,54
x_dis_524,53
x_dis_567,53
x_dis_107,53
x_dis_149,53
x_dis_668,52
x_dis_271,52
x_dis_312,52
x_dis_388,52
x_dis_392,52
x_dis_102,51
x_dis_255,51
x_dis_250,51
x_dis_566,50
x_dis_385,50
x_dis_405,48
x_dis_352,48
x_dis_498,48
x_dis_633,46
x_dis_438,46
x_dis_537,46
x_dis_414,45
x_dis_372,43
x_dis_504,43
x_dis_379,42
x_dis_703,42
x_dis_671,42
x_dis_245,42
x_dis_737,41
x_dis_400,41
x_dis_361,41
x_dis_199,40
x_dis_700,40
x_dis_371,39
x_dis_507,39
x_dis_477,39
x_dis_573,39
x_dis_280,38
x_dis_669,38
x_dis_725,38
x_dis_623,37
x_dis_696,37
x_dis_598,37
x_dis_281,37
x_dis_406,37
x_dis_444,37
x_dis_613,36
x_dis_428,36
x_dis_77,35
x_dis_487,34
x_dis_685,34
x_dis_704,33
x_dis_538,33
x_dis_229,33
x_dis_158,33
x_dis_224,32
x_dis_540,32
x_dis_708,32
x_dis_404,31
x_dis_686,31
x_dis_661,31
x_dis_697,31
x_dis_486,30
x_dis_727,30
x_dis_389,30
x_dis_59,30
x_dis_413,30
x_dis_387,30
x_dis_702,29
x_dis_691,29
x_dis_629,29
x_dis_220,29
x_dis_689,28
x_dis_302,27
x_dis_443,27
x_dis_455,27
x_dis_411,27
x_dis_274,27
x_dis_456,27
x_dis_705,26
x_dis_747,26
x_dis_795,26
x_dis_591,25
x_dis_699,25
x_dis_713,25
x_dis_412,24
x_dis_209,24
x_dis_711,23
x_dis_499,23
x_dis_698,23
x_dis_447,22
x_dis_741,22
x_dis_749,22
x_dis_716,21
x_dis_746,21
x_dis_709,21
x_dis_735,20
x_dis_752,20
x_dis_171,20
x_dis_287,20
x_dis_667,20
x_dis_293,19
x_dis_730,19
x_dis_214,19
x_dis_433,19
x_dis_762,19
x_dis_714,19
x_dis_451,17
x_dis_673,17
x_dis_719,17
x_dis_401,17
x_dis_632,17
x_dis_398,17
x_dis_380,17
x_dis_631,16
x_dis_721,16
x_dis_419,16
x_dis_374,16
x_dis_720,16
x_dis_373,16
x_dis_416,16
x_dis_417,16
x_dis_397,16
x_dis_430,16
x_dis_777,15
x_dis_728,15
x_dis_774,14
x_dis_680,14
x_dis_653,14
x_dis_765,14
x_dis_707,14
x_dis_410,14
x_dis_384,14
x_dis_783,13
x_dis_801,13
x_dis_340,13
x_dis_429,12
x_dis_403,12
x_dis_706,11
x_dis_692,11
x_dis_778,11
x_dis_252,11
x_dis_712,11
x_dis_753,10
