feature,score
x_ori_912,42
x_ori_374,42
x_ori_110,42
x_ori_948,42
x_ori_335,42
x_ori_698,42
x_ori_410,41
x_ori_132,41
x_ori_54,41
x_ori_183,41
x_ori_51,40
x_ori_550,40
x_ori_479,40
x_ori_62,40
x_ori_1027,40
x_ori_416,40
x_ori_356,40
x_ori_304,40
x_ori_1065,40
x_ori_306,39
x_ori_697,39
x_ori_539,39
x_ori_376,39
x_ori_599,39
x_ori_140,39
x_ori_330,38
x_ori_883,38
x_ori_190,38
x_ori_15,38
x_ori_595,38
x_ori_1082,38
x_ori_89,38
x_ori_908,37
x_ori_334,37
x_ori_898,37
x_ori_884,37
x_ori_900,37
x_ori_653,37
x_ori_443,37
x_ori_71,37
x_ori_690,37
x_ori_381,37
x_ori_894,37
x_ori_777,37
x_ori_136,36
x_ori_918,36
x_ori_331,36
x_ori_899,36
x_ori_1028,36
x_ori_670,36
x_ori_780,35
x_ori_545,35
x_ori_893,35
x_ori_332,35
x_ori_378,35
x_ori_375,34
x_ori_1045,34
x_ori_353,34
x_ori_420,34
x_ori_729,34
x_ori_418,33
x_ori_546,33
x_ori_1044,33
x_ori_932,33
x_ori_889,33
x_ori_571,33
x_ori_354,33
x_ori_1089,33
x_ori_1048,33
x_ori_379,33
x_ori_419,33
x_ori_449,33
x_ori_70,32
x_ori_863,32
x_ori_60,32
x_ori_303,32
x_ori_522,32
x_ori_953,32
x_ori_629,32
x_ori_442,32
x_ori_333,31
x_ori_484,31
x_ori_963,31
x_ori_915,31
x_ori_547,31
x_ori_520,30
x_ori_523,30
x_ori_982,30
x_ori_751,30
x_ori_538,30
x_ori_934,30
x_ori_445,30
x_ori_901,30
x_ori_718,30
x_ori_386,29
x_ori_1067,29
x_ori_585,28
x_ori_951,28
x_ori_699,28
x_ori_965,28
x_ori_758,28
x_ori_447,28
x_ori_566,28
x_ori_1085,27
x_ori_897,27
x_ori_619,27
x_ori_1026,27
x_ori_1083,27
x_ori_544,27
x_ori_954,27
x_ori_714,27
x_ori_964,27
x_ori_572,27
x_ori_779,26
x_ori_1034,26
x_ori_1029,26
x_ori_771,26
x_ori_541,26
x_ori_713,25
x_ori_1031,25
x_ori_1073,25
x_ori_746,25
x_ori_960,24
x_ori_842,24
x_ori_380,24
x_ori_1059,23
x_ori_709,23
x_ori_1077,23
x_ori_681,23
x_ori_1047,23
x_ori_715,23
x_ori_421,23
x_ori_968,22
x_ori_69,22
x_ori_1030,22
x_ori_985,22
x_ori_448,22
x_ori_398,22
x_ori_738,22
x_ori_296,22
x_ori_735,22
x_ori_1064,22
x_ori_1035,22
x_ori_591,21
x_ori_521,21
x_ori_1106,21
x_ori_409,21
x_ori_481,21
x_ori_1074,21
x_ori_925,20
x_ori_966,20
x_ori_573,20
x_ori_632,20
x_ori_1020,20
x_ori_1018,20
x_ori_1078,20
x_ori_244,20
x_ori_1016,19
x_ori_1080,19
x_ori_992,19
x_ori_728,19
x_ori_46,19
x_ori_745,19
x_ori_958,19
x_ori_973,19
x_ori_663,19
x_ori_574,19
x_ori_446,19
x_ori_689,19
x_ori_687,18
x_ori_542,18
x_ori_1033,18
x_ori_956,18
x_ori_959,18
x_ori_401,18
x_ori_73,17
x_ori_1084,17
x_ori_975,17
x_ori_1019,17
x_ori_974,17
x_ori_1046,16
x_ori_53,16
x_ori_979,16
x_ori_182,16
x_ori_1017,16
x_ori_254,15
x_ori_967,15
x_ori_910,15
x_ori_584,15
x_ori_927,15
x_ori_757,14
x_ori_1092,14
x_ori_543,14
x_ori_622,14
x_ori_123,14
x_ori_986,14
x_ori_452,14
x_ori_977,14
x_ori_67,14
x_ori_682,14
x_ori_1057,14
x_ori_961,14
x_ori_122,13
x_ori_576,13
x_ori_936,13
x_ori_631,13
x_ori_782,13
x_ori_836,13
x_ori_160,13
x_ori_972,13
x_ori_988,13
x_ori_1097,13
x_ori_767,12
x_ori_1037,12
x_ori_1079,12
x_ori_581,12
x_ori_971,12
x_ori_799,12
x_ori_731,12
x_ori_783,11
x_ori_1081,11
x_ori_1098,11
x_ori_517,11
x_ori_575,11
x_ori_637,11
x_ori_826,11
x_ori_741,11
x_ori_686,11
x_ori_582,11
x_ori_903,11
x_ori_916,11
